"publish_date","Central Asia","Eastern Asia","Eastern Europe","Latin America and the Caribbean","Northern Africa","Northern America","Oceania","Others","South-eastern Asia","Southern Asia","Sub-Saharan Africa","West Europe","Western Asia"
2020-03-30,0.428571428571429,13.5714285714286,14.1428571428571,27.2857142857143,9.85714285714286,250.285714285714,1.42857142857143,0.857142857142857,21.8571428571429,140.714285714286,4.71428571428571,2386.71428571429,24
2020-03-31,0.571428571428571,12.4285714285714,17.8571428571429,30.8571428571429,10.2857142857143,249.428571428571,1.71428571428571,1.14285714285714,24.7142857142857,144.571428571429,5.28571428571429,2578.28571428571,30.7142857142857
2020-04-01,0.714285714285714,12.4285714285714,23.8571428571429,37,11.5714285714286,320.142857142857,2,1.14285714285714,27.1428571428571,125.142857142857,6.57142857142857,2766.71428571429,36.5714285714286
2020-04-02,0.714285714285714,13.1428571428571,27.8571428571429,58.4285714285714,16.4285714285714,419.285714285714,2.28571428571429,1.28571428571429,27.1428571428571,141.571428571429,7.42857142857143,2959.28571428571,45.2857142857143
2020-04-03,0.714285714285714,11.4285714285714,33,77.2857142857143,21,556.285714285714,2,1.28571428571429,28.7142857142857,140.571428571429,8.71428571428571,3120.57142857143,54.4285714285714
2020-04-04,0.857142857142857,12.4285714285714,43,87.2857142857143,22,674.857142857143,2.71428571428571,1.14285714285714,33.2857142857143,143.428571428571,10,3444.42857142857,63
2020-04-05,0.714285714285714,11.5714285714286,46.2857142857143,105.142857142857,27.4285714285714,787.285714285714,3.42857142857143,1.14285714285714,30.2857142857143,151,11.4285714285714,3610.71428571429,72.7142857142857
2020-04-06,1.28571428571429,11,50,119.142857142857,28,914.142857142857,3.14285714285714,1,30.8571428571429,138.285714285714,10.8571428571429,3678.28571428571,80.8571428571429
2020-04-07,1.14285714285714,10.5714285714286,54.4285714285714,124,33,1097,4,1.14285714285714,29.4285714285714,158.285714285714,10.7142857142857,3760,85.5714285714286
2020-04-08,1.28571428571429,11.4285714285714,59.7142857142857,147,36.4285714285714,1171.57142857143,4.14285714285714,1.28571428571429,30.7142857142857,180.857142857143,10.4285714285714,3988,89.8571428571429
2020-04-09,1.57142857142857,11,69.1428571428571,154.285714285714,38,1313.14285714286,4.57142857142857,1.28571428571429,34,161.714285714286,11.4285714285714,4039.14285714286,93
2020-04-10,1.71428571428571,11.1428571428571,75.2857142857143,170.285714285714,38.4285714285714,1458.42857142857,4.57142857142857,1.57142857142857,36.7142857142857,163.714285714286,10,4225.57142857143,96.1428571428571
2020-04-11,1.42857142857143,10.4285714285714,74,195,38.4285714285714,1589.28571428571,4.42857142857143,1.42857142857143,36.7142857142857,149.285714285714,9.85714285714286,4089.14285714286,101
2020-04-12,1.71428571428571,10,84.7142857142857,206.571428571429,33.7142857142857,1698,4,1.42857142857143,44.8571428571429,164.142857142857,9.28571428571429,4007.57142857143,104.428571428571
2020-04-13,1.28571428571429,9.71428571428571,91.8571428571429,219.428571428571,43.1428571428571,1792.85714285714,4.71428571428571,1.71428571428571,52.7142857142857,165.714285714286,8.57142857142857,3998.28571428571,108.428571428571
2020-04-14,1.28571428571429,10.8571428571429,94,235.142857142857,42.1428571428571,1836.85714285714,4.14285714285714,1.71428571428571,60.7142857142857,160,9.71428571428571,3947.57142857143,112.857142857143
2020-04-15,1.57142857142857,10.4285714285714,98.8571428571429,233.142857142857,40.8571428571429,1880.57142857143,3.57142857142857,1.42857142857143,60.5714285714286,157.571428571429,10,3804.85714285714,118
2020-04-16,1.28571428571429,12,100,236.714285714286,36.7142857142857,1955.28571428571,3.14285714285714,1.42857142857143,60,160.285714285714,10.5714285714286,3904.14285714286,122.571428571429
2020-04-17,1.14285714285714,12.7142857142857,105.571428571429,265.857142857143,34.5714285714286,2600.57142857143,3,1.42857142857143,58.2857142857143,154.142857142857,11.7142857142857,3768.57142857143,127.142857142857
2020-04-18,1.42857142857143,196.285714285714,110.714285714286,268,34.5714285714286,2631.71428571429,3,1.42857142857143,58.2857142857143,167.857142857143,13.7142857142857,3687.85714285714,130.571428571429
2020-04-19,1.28571428571429,196.571428571429,111,293.714285714286,36,2709.57142857143,2.71428571428571,2.28571428571429,55.4285714285714,145.857142857143,13.8571428571429,3676.42857142857,133.857142857143
2020-04-20,1.42857142857143,197.428571428571,112.714285714286,293.285714285714,28.8571428571429,2700.14285714286,2.28571428571429,2,46.7142857142857,159.571428571429,17,3575.14285714286,138.285714285714
2020-04-21,1.42857142857143,197.571428571429,119.714285714286,331.428571428571,26.7142857142857,2745.57142857143,2,2.14285714285714,41.7142857142857,149,20.1428571428571,3505.14285714286,143
2020-04-22,1,208.714285714286,123.428571428571,338.428571428571,25.8571428571429,2842.28571428571,2.57142857142857,2,40.8571428571429,152,20.4285714285714,3454.28571428571,145.571428571429
2020-04-23,1.28571428571429,207.428571428571,125.285714285714,363.714285714286,25.8571428571429,2869.71428571429,2.57142857142857,1.85714285714286,36.1428571428571,151,20.1428571428571,3234,146.285714285714
2020-04-24,2,209.857142857143,128,355.714285714286,27.4285714285714,2304.57142857143,2.71428571428571,1.57142857142857,40.8571428571429,155.428571428571,24,3077.42857142857,143.428571428571
2020-04-25,1.85714285714286,26.8571428571429,136.142857142857,397.142857142857,25,2260.42857142857,2.71428571428571,1.71428571428571,41.4285714285714,154.428571428571,22,2967.28571428571,142.142857142857
2020-04-26,1.71428571428571,27.8571428571429,141,429.714285714286,24.2857142857143,2227.57142857143,2.71428571428571,0.857142857142857,39,149,25,2861.28571428571,140.428571428571
2020-04-27,1.42857142857143,26.8571428571429,142,476,25.2857142857143,2251.42857142857,2.85714285714286,1,40.2857142857143,145.142857142857,24.8571428571429,2768.85714285714,135
2020-04-28,1.42857142857143,28.2857142857143,148.285714285714,460,27.2857142857143,2156,2.71428571428571,0.428571428571429,37,156.714285714286,21,2651.57142857143,131
2020-04-29,1.28571428571429,17.2857142857143,153.714285714286,532.714285714286,28.8571428571429,2041.71428571429,2.71428571428571,0.571428571428571,36.8571428571429,149.857142857143,21.4285714285714,2502.71428571429,125.571428571429
2020-04-30,1.14285714285714,19.4285714285714,163.714285714286,557,29.2857142857143,1960.28571428571,2.71428571428571,0.428571428571429,40.4285714285714,158.857142857143,23.2857142857143,2415,121.285714285714
2020-05-01,0.285714285714286,17.7142857142857,171.285714285714,631.714285714286,27.1428571428571,2036.42857142857,2.57142857142857,0.571428571428571,33.1428571428571,168.428571428571,20,2305.28571428571,121.714285714286
2020-05-02,0.285714285714286,19.2857142857143,164.857142857143,674,26.5714285714286,2070,2.28571428571429,0.428571428571429,32.5714285714286,172.142857142857,24,2164.42857142857,116.428571428571
2020-05-03,1,21.8571428571429,160.857142857143,721.428571428571,26.5714285714286,2487,2,0.428571428571429,32.1428571428571,180,27.8571428571429,2021,114.857142857143
2020-05-04,1.71428571428571,24,163.571428571429,773.142857142857,24.2857142857143,2242.57142857143,1.85714285714286,0.285714285714286,31.5714285714286,187.571428571429,27.1428571428571,1953.71428571429,110.428571428571
2020-05-05,2.14285714285714,22.1428571428571,164.285714285714,787.428571428571,23.2857142857143,2004.42857142857,1.71428571428571,0.285714285714286,31.7142857142857,183.428571428571,29.4285714285714,1878.28571428571,107.428571428571
2020-05-06,2.57142857142857,23.2857142857143,161.857142857143,755.714285714286,23.1428571428571,1930.14285714286,1.42857142857143,0.285714285714286,32.8571428571429,210.571428571429,39.7142857142857,1793.85714285714,103.714285714286
2020-05-07,2.71428571428571,20.5714285714286,158.428571428571,820.285714285714,20.8571428571429,2004.85714285714,1.28571428571429,0.428571428571429,36,211.428571428571,39.1428571428571,1717.57142857143,102
2020-05-08,3.85714285714286,19,155.714285714286,832.714285714286,21,1870.14285714286,1,0.428571428571429,38.7142857142857,194.285714285714,42.8571428571429,1647.85714285714,95.2857142857143
2020-05-09,4,21.2857142857143,167.285714285714,852.571428571429,24.7142857142857,1996.57142857143,0.714285714285714,0.428571428571429,34.1428571428571,202.857142857143,43.5714285714286,1615,91.1428571428571
2020-05-10,3.42857142857143,18.1428571428571,173.428571428571,883.714285714286,26.2857142857143,1494.57142857143,0.714285714285714,0.428571428571429,34.1428571428571,218.428571428571,41.7142857142857,1501.28571428571,88.8571428571429
2020-05-11,3,16.4285714285714,178.428571428571,866,26.5714285714286,1700.85714285714,0.428571428571429,0.428571428571429,32.5714285714286,220,44.2857142857143,1447.28571428571,87.8571428571429
2020-05-12,2.71428571428571,18.1428571428571,177.571428571429,1011.28571428571,23.8571428571429,1787.57142857143,0.428571428571429,0.571428571428571,33,210.428571428571,44.8571428571429,1405.57142857143,86
2020-05-13,2.71428571428571,18.5714285714286,180.714285714286,1054.42857142857,24.4285714285714,1964.14285714286,0.142857142857143,0.428571428571429,36.2857142857143,202.285714285714,38.2857142857143,1350.57142857143,86.2857142857143
2020-05-14,4,20.2857142857143,180.142857142857,1101.42857142857,28.5714285714286,1808.85714285714,0.142857142857143,0.285714285714286,33.2857142857143,207,43.2857142857143,1249.28571428571,84.1428571428571
2020-05-15,3.71428571428571,22.5714285714286,183.428571428571,1097.28571428571,25.5714285714286,1764.71428571429,0.142857142857143,0.142857142857143,35,224.571428571429,44.1428571428571,1220.14285714286,84.8571428571429
2020-05-16,3.42857142857143,18.7142857142857,182.857142857143,1173.14285714286,25,1646.57142857143,0.142857142857143,0.142857142857143,37.4285714285714,219.714285714286,43.2857142857143,1136.14285714286,85.1428571428571
2020-05-17,3.71428571428571,19.8571428571429,182,1189.71428571429,24.8571428571429,1604.71428571429,0.142857142857143,0.142857142857143,42.1428571428571,212,42.4285714285714,1130,78.7142857142857
2020-05-18,3.71428571428571,19.5714285714286,179.857142857143,1318,26,1556.85714285714,0.142857142857143,0.142857142857143,47.1428571428571,224,41.7142857142857,1085.42857142857,82.4285714285714
2020-05-19,4.42857142857143,18,179.714285714286,1226.85714285714,28.1428571428571,1645.71428571429,0.285714285714286,0,48.5714285714286,222.571428571429,44.1428571428571,1033.71428571429,79.1428571428571
2020-05-20,4,15.4285714285714,181.142857142857,1270.42857142857,28,1466.42857142857,0.285714285714286,0,43.7142857142857,235.571428571429,44.5714285714286,965.285714285714,76.2857142857143
2020-05-21,2.42857142857143,13.5714285714286,185.285714285714,1326.14285714286,27.8571428571429,1450.71428571429,0.285714285714286,0,44.1428571428571,240.142857142857,44,924.857142857143,72.7142857142857
2020-05-22,1.57142857142857,13,183.857142857143,1404.42857142857,30,1404.28571428571,0.285714285714286,0,44.2857142857143,247.714285714286,46.8571428571429,845.857142857143,65.4285714285714
2020-05-23,1.57142857142857,12.5714285714286,183,1307.71428571429,30.5714285714286,1261.71428571429,0.428571428571429,0,45.4285714285714,252.142857142857,48.4285714285714,801.714285714286,65.4285714285714
2020-05-24,1.14285714285714,11.4285714285714,189.571428571429,1212,33,1337.85714285714,0.571428571428571,0,39,263.714285714286,46.4285714285714,757.714285714286,68.8571428571429
2020-05-25,1.42857142857143,12,185.428571428571,1500.28571428571,36.4285714285714,1138.14285714286,0.571428571428571,0.142857142857143,35.4285714285714,264.285714285714,47.1428571428571,779.857142857143,64.8571428571429
2020-05-26,0.857142857142857,12.7142857142857,196.571428571429,1535.57142857143,38,1272.28571428571,0.428571428571429,0.285714285714286,34.7142857142857,275.714285714286,52.4285714285714,747.571428571429,65.1428571428571
2020-05-27,1.14285714285714,13.2857142857143,199.857142857143,1573.85714285714,37.1428571428571,1155.28571428571,0.428571428571429,0.285714285714286,40.4285714285714,266.857142857143,59.4285714285714,667,66.7142857142857
2020-05-28,1.14285714285714,13.5714285714286,201.714285714286,1589.85714285714,37.4285714285714,1154,0.428571428571429,0.285714285714286,40.5714285714286,269.571428571429,59.8571428571429,661.857142857143,68
2020-05-29,1.14285714285714,11.8571428571429,214.714285714286,1644.42857142857,41,1159.71428571429,0.428571428571429,0.285714285714286,38.8571428571429,275.285714285714,58.7142857142857,654.714285714286,76.2857142857143
2020-05-30,1.28571428571429,11.5714285714286,221.142857142857,1782.71428571429,47.4285714285714,1184.85714285714,0.285714285714286,0.285714285714286,44.1428571428571,306,57.4285714285714,635.142857142857,77.7142857142857
2020-05-31,1.71428571428571,10.7142857142857,218.571428571429,1940.57142857143,49.7142857142857,1070.85714285714,0.142857142857143,0.285714285714286,47.1428571428571,313,64.5714285714286,615.428571428571,79.5714285714286
2020-06-01,1.28571428571429,9.57142857142857,227.571428571429,1597.71428571429,54,1200.42857142857,0.142857142857143,0.142857142857143,44.5714285714286,332.857142857143,70.4285714285714,566,82.1428571428571
2020-06-02,1.57142857142857,7.28571428571429,227.285714285714,1623.57142857143,58.4285714285714,1081.42857142857,0.142857142857143,0,44.7142857142857,355.571428571429,65.8571428571429,545.857142857143,84.2857142857143
2020-06-03,2.28571428571429,6.57142857142857,225.428571428571,1603.71428571429,63.2857142857143,1174,0.142857142857143,0,39,373.571428571429,65.4285714285714,549.714285714286,89.5714285714286
2020-06-04,2.57142857142857,5.71428571428571,227.857142857143,1638.14285714286,65.4285714285714,1129.28571428571,0,0,39.1428571428571,394.285714285714,65,512,95
2020-06-05,3.42857142857143,5.28571428571429,213.285714285714,1756.57142857143,68.1428571428571,1045.14285714286,0,0,38,403.142857142857,62.2857142857143,468.571428571429,97.7142857142857
2020-06-06,3.57142857142857,4.57142857142857,218.285714285714,1889.14285714286,65.7142857142857,1011.14285714286,0,0,35,422.285714285714,78.2857142857143,462.428571428571,95.5714285714286
2020-06-07,3.57142857142857,4,217.142857142857,1924.57142857143,63.8571428571429,854,0,0,33.8571428571429,444.428571428571,78.7142857142857,444.571428571429,102.857142857143
2020-06-08,3.85714285714286,3.71428571428571,211.428571428571,1979,58.4285714285714,709.714285714286,0,0,41.2857142857143,442.857142857143,73,432.571428571429,106.714285714286
2020-06-09,4,3.42857142857143,209.428571428571,2033.28571428571,56.8571428571429,856.285714285714,0,0.142857142857143,42.2857142857143,466.285714285714,87.8571428571429,427.285714285714,110.285714285714
2020-06-10,4.14285714285714,3.14285714285714,219.857142857143,1940.85714285714,56.7142857142857,752.571428571429,0,0.142857142857143,44.8571428571429,474.285714285714,91,415.428571428571,113.714285714286
2020-06-11,4,2.85714285714286,222.142857142857,2082.71428571429,56,915.714285714286,0,0.142857142857143,45.4285714285714,501,99.2857142857143,387.285714285714,114.857142857143
2020-06-12,3.71428571428571,2.71428571428571,228.714285714286,2050.42857142857,56.2857142857143,907.285714285714,0,0.142857142857143,47.8571428571429,539.571428571429,107.857142857143,368.142857142857,117.285714285714
2020-06-13,4,2,214.571428571429,2012.42857142857,58.2857142857143,748.714285714286,0,0.285714285714286,49.5714285714286,529.857142857143,108.857142857143,333.571428571429,126
2020-06-14,4.28571428571429,1.85714285714286,212.285714285714,2011.14285714286,63,884.571428571429,0,0.428571428571429,53.4285714285714,544.142857142857,116,324,126.714285714286
2020-06-15,4.42857142857143,1.85714285714286,219.142857142857,2051.28571428571,72.1428571428571,1086.42857142857,0,0.571428571428571,53.2857142857143,571.285714285714,125.571428571429,315.142857142857,131.857142857143
2020-06-16,5,2.14285714285714,221.857142857143,1969.85714285714,81.1428571428571,863.571428571429,0,0.428571428571429,58.1428571428571,584.571428571429,119.428571428571,297.714285714286,141.428571428571
2020-06-17,5.71428571428571,2.14285714285714,220.142857142857,2099.57142857143,88.5714285714286,939.142857142857,0,0.571428571428571,57.1428571428571,850.428571428571,117.571428571429,282,144.714285714286
2020-06-18,6.57142857142857,2.71428571428571,221.142857142857,1934.42857142857,85.4285714285714,611.428571428571,0,0.857142857142857,57.5714285714286,846.714285714286,119.142857142857,268.857142857143,152.857142857143
2020-06-19,7.28571428571429,2.28571428571429,228.571428571429,2087.28571428571,100.142857142857,708,0,0.857142857142857,60.5714285714286,847.428571428571,119.142857142857,266.714285714286,160.571428571429
2020-06-20,7.85714285714286,4.42857142857143,235.285714285714,2099.71428571429,107.857142857143,709.714285714286,0,0.714285714285714,58.1428571428571,813.142857142857,116.428571428571,251.714285714286,168.714285714286
2020-06-21,7.57142857142857,4.57142857142857,234.857142857143,2146.71428571429,111.285714285714,776.428571428571,0,0.714285714285714,59.4285714285714,875,114.857142857143,239.571428571429,174.285714285714
2020-06-22,8.71428571428571,4.57142857142857,226.428571428571,2180.57142857143,110.714285714286,663.428571428571,0,0.857142857142857,59,886.571428571429,116.142857142857,234.857142857143,179.571428571429
2020-06-23,8.57142857142857,4.57142857142857,221,2328.42857142857,108.142857142857,657.142857142857,0,1.28571428571429,54.5714285714286,884.285714285714,115.857142857143,231.285714285714,178
2020-06-24,7.14285714285714,5.14285714285714,213.285714285714,2378.28571428571,94,636,0,1.28571428571429,55.2857142857143,653.428571428571,125.428571428571,212.142857142857,182.285714285714
2020-06-25,7.85714285714286,5.28571428571429,201.428571428571,2505.71428571429,118,750.571428571429,0.142857142857143,1.28571428571429,56.1428571428571,670.571428571429,127.285714285714,191.571428571429,179
2020-06-26,8.28571428571429,5.57142857142857,194.142857142857,2374.14285714286,107.857142857143,624.714285714286,0.285714285714286,1.57142857142857,53.8571428571429,657,130.714285714286,188.714285714286,188.714285714286
2020-06-27,9.71428571428571,3.42857142857143,200.857142857143,2385.14285714286,105,984.714285714286,0.285714285714286,2.28571428571429,57.7142857142857,727.142857142857,125.142857142857,185.857142857143,195.142857142857
2020-06-28,10.7142857142857,3.14285714285714,199.857142857143,2411.28571428571,103.857142857143,868.285714285714,0.285714285714286,2.71428571428571,53.8571428571429,677,122.428571428571,171.571428571429,195.857142857143
2020-06-29,10.5714285714286,3.28571428571429,201.857142857143,2327.14285714286,102.428571428571,853,0.285714285714286,2.57142857142857,52,670.142857142857,118.428571428571,168.142857142857,194.714285714286
2020-06-30,10.7142857142857,3.14285714285714,202,2339,102.142857142857,932.571428571429,0.285714285714286,2.71428571428571,47.4285714285714,689,121,167.285714285714,198.285714285714
2020-07-01,12.7142857142857,1.85714285714286,211.285714285714,2316,114,933.142857142857,0.285714285714286,2.85714285714286,60.1428571428571,703,122.714285714286,158.285714285714,201.714285714286
2020-07-02,13.2857142857143,1.14285714285714,215.857142857143,2248.85714285714,101.142857142857,902.142857142857,0.142857142857143,3.14285714285714,61,707.428571428571,123,167.571428571429,211.571428571429
2020-07-03,15.1428571428571,1,220.285714285714,2255.71428571429,101.142857142857,907.142857142857,0,3,61.2857142857143,722.857142857143,123.142857142857,156.571428571429,206.571428571429
2020-07-04,15.7142857142857,1,217.571428571429,1992.14285714286,98.4285714285714,636.857142857143,0,2.28571428571429,58.4285714285714,715.714285714286,129.142857142857,149.142857142857,204.285714285714
2020-07-05,17.1428571428571,1,223.428571428571,2274.42857142857,96.7142857142857,652.857142857143,0,3,60.4285714285714,750.857142857143,130.714285714286,148,208.714285714286
2020-07-06,18.8571428571429,1,227.428571428571,2392.42857142857,94,606.857142857143,0,4.42857142857143,67.1428571428571,764.714285714286,150.571428571429,145.285714285714,215
2020-07-07,19,1,234.428571428571,2281.85714285714,94,515.428571428571,0.285714285714286,5,76.4285714285714,767.285714285714,153.857142857143,137.714285714286,218.428571428571
2020-07-08,23.4285714285714,1.28571428571429,229.857142857143,2285.14285714286,92.1428571428571,502.428571428571,0.285714285714286,5.14285714285714,68,771.142857142857,167.285714285714,137.285714285714,222.142857142857
2020-07-09,25.1428571428571,1.57142857142857,237,2335.14285714286,92.4285714285714,554.285714285714,0.285714285714286,5.42857142857143,67,768.571428571429,151.714285714286,131.428571428571,219.857142857143
2020-07-10,25.8571428571429,1.71428571428571,234.285714285714,2336.28571428571,89.1428571428571,596,0.285714285714286,6.42857142857143,67.7142857142857,795.714285714286,170.142857142857,125,219.285714285714
2020-07-11,26.5714285714286,1.42857142857143,235.142857142857,2619.71428571429,88.2857142857143,615.571428571429,0.285714285714286,7,73.2857142857143,803.285714285714,177.714285714286,123.142857142857,218
2020-07-12,28.4285714285714,1.57142857142857,233,2336,87.8571428571429,506.142857142857,0.428571428571429,6.85714285714286,75.5714285714286,797,184.428571428571,121.285714285714,210.714285714286
2020-07-13,27.7142857142857,1.42857142857143,227.714285714286,2273.28571428571,91.1428571428571,722.714285714286,0.571428571428571,5.42857142857143,96.1428571428571,811.142857142857,174,119.142857142857,214.714285714286
2020-07-14,27,1.28571428571429,223.571428571429,2337.57142857143,91,737.142857142857,0.285714285714286,5.57142857142857,101.714285714286,819.857142857143,176.714285714286,119,210.714285714286
2020-07-15,22.4285714285714,1.28571428571429,220.857142857143,2386,91.4285714285714,741,0.285714285714286,5.42857142857143,99.5714285714286,835.285714285714,166.857142857143,111,205.142857142857
2020-07-16,20,1.57142857142857,217.714285714286,2374.85714285714,88.7142857142857,606.714285714286,0.714285714285714,5.42857142857143,105.714285714286,856.571428571429,186,114.285714285714,206.428571428571
2020-07-17,17,1.57142857142857,217.285714285714,2304.57142857143,87.4285714285714,704.285714285714,1,5.28571428571429,111.857142857143,879.714285714286,192.428571428571,114.714285714286,205.857142857143
2020-07-18,57.4285714285714,1.85714285714286,208.285714285714,2486.28571428571,86.2857142857143,724.142857142857,1.42857142857143,5.57142857142857,112.857142857143,810.428571428571,194,110,204.857142857143
2020-07-19,94.8571428571429,2,202.428571428571,2334,85.5714285714286,856.857142857143,1.57142857142857,5.71428571428571,126.142857142857,901.142857142857,198.285714285714,106.428571428571,206.142857142857
2020-07-20,97.7142857142857,2.14285714285714,200.571428571429,2588,83.7142857142857,739.285714285714,2,6.28571428571429,119.428571428571,824.428571428571,195.857142857143,105.428571428571,198
2020-07-21,103.571428571429,2.42857142857143,197,2569.85714285714,78.8571428571429,689.857142857143,2.14285714285714,5.57142857142857,117.285714285714,929,176.428571428571,105.714285714286,185.142857142857
2020-07-22,108.142857142857,2.71428571428571,198.857142857143,2491.85714285714,77.2857142857143,778.857142857143,2.57142857142857,6.28571428571429,120.714285714286,931.571428571429,206.285714285714,101.285714285714,199.142857142857
2020-07-23,113.714285714286,2.14285714285714,197.714285714286,2392.85714285714,73.8571428571429,927.142857142857,2.42857142857143,6.28571428571429,127.428571428571,1009.71428571429,271.571428571429,88.7142857142857,199.571428571429
2020-07-24,119,2.42857142857143,196.428571428571,3204,74.4285714285714,838.857142857143,2.85714285714286,6.57142857142857,133.142857142857,1012.71428571429,257.142857142857,84.4285714285714,194.142857142857
2020-07-25,80.2857142857143,2.42857142857143,199.714285714286,3050.42857142857,71.5714285714286,703.714285714286,3.28571428571429,6.71428571428571,132.571428571429,1127.14285714286,273.571428571429,85.1428571428571,194.142857142857
2020-07-26,43.4285714285714,2.85714285714286,198,3231.14285714286,65.8571428571429,892.714285714286,3.85714285714286,6.14285714285714,117.571428571429,1049.14285714286,298.714285714286,86.1428571428571,181.285714285714
2020-07-27,42.1428571428571,2.85714285714286,198.857142857143,3118.57142857143,65.7142857142857,899.428571428571,4.71428571428571,6.57142857142857,105.714285714286,1057.57142857143,304.571428571429,83.8571428571429,189.714285714286
2020-07-28,69.7142857142857,3.42857142857143,199.857142857143,3089.85714285714,65.4285714285714,986.428571428571,5.42857142857143,7.28571428571429,101.428571428571,1066.42857142857,349.142857142857,82.8571428571429,203.714285714286
2020-07-29,66.8571428571429,3.42857142857143,200,3106.71428571429,65,1007.85714285714,5.85714285714286,7.42857142857143,98.8571428571429,1081.42857142857,326.571428571429,83.7142857142857,173
2020-07-30,62.5714285714286,3.85714285714286,199.714285714286,3160.42857142857,64.5714285714286,1030.14285714286,7,7.14285714285714,80.2857142857143,1023.28571428571,279.571428571429,87.4285714285714,175
2020-07-31,58.7142857142857,3.85714285714286,203.428571428571,2571.42857142857,65.2857142857143,1077.57142857143,8.28571428571429,8.14285714285714,85,1031.14285714286,307.571428571429,85,173.428571428571
2020-08-01,61,4.57142857142857,198,2550,64.8571428571429,1252.42857142857,8.57142857142857,9.28571428571429,87.7142857142857,1020,297.285714285714,83,167.571428571429
2020-08-02,99.1428571428571,4.71428571428571,200.428571428571,2537.42857142857,66,1126.57142857143,8.28571428571429,10,89.4285714285714,1037.14285714286,283,84.1428571428571,174.285714285714
2020-08-03,97.5714285714286,5.14285714285714,201.142857142857,2518.57142857143,65.7142857142857,1155.14285714286,8,10.5714285714286,84.1428571428571,1137,295.285714285714,87.4285714285714,159.571428571429
2020-08-04,65.2857142857143,4.85714285714286,199.142857142857,2534,62.4285714285714,1135.71428571429,9,10.4285714285714,90,1055.57142857143,260.857142857143,91.7142857142857,163.285714285714
2020-08-05,63.7142857142857,6,199,2566.71428571429,63.4285714285714,1078.42857142857,9.71428571428571,11.1428571428571,94.8571428571429,1066.28571428571,307.857142857143,91.5714285714286,176.142857142857
2020-08-06,63,6.14285714285714,202,2492.85714285714,64.1428571428571,908.285714285714,10.4285714285714,11.7142857142857,103,1082.14285714286,336.714285714286,87.7142857142857,168.285714285714
2020-08-07,61.8571428571429,7.14285714285714,198.714285714286,2590.42857142857,61.4285714285714,1050.42857142857,9.71428571428571,13.1428571428571,91.5714285714286,1087.71428571429,334.571428571429,90.2857142857143,165.857142857143
2020-08-08,56.1428571428571,7.28571428571429,208.142857142857,2612,59.5714285714286,1053.42857142857,10.1428571428571,11.4285714285714,87.8571428571429,1108.42857142857,351.714285714286,92.4285714285714,167
2020-08-09,60.8571428571429,6.71428571428571,211.571428571429,2628.28571428571,61,1047.85714285714,11.2857142857143,11.8571428571429,91.7142857142857,1101.42857142857,367,92.4285714285714,172.857142857143
2020-08-10,60,7.85714285714286,212.285714285714,2591.14285714286,56.7142857142857,1038.14285714286,12.5714285714286,12,100.714285714286,1127.71428571429,371.857142857143,94.1428571428571,176.571428571429
2020-08-11,59.5714285714286,8.28571428571429,213.714285714286,2595.85714285714,60.5714285714286,971.285714285714,13.2857142857143,13,94.4285714285714,1137.28571428571,394.571428571429,95,167.285714285714
2020-08-12,59,8,209.714285714286,2658.57142857143,58,1027.42857142857,14.2857142857143,13,91.7142857142857,1131,339.857142857143,99,166.428571428571
2020-08-13,58,8.57142857142857,206.714285714286,2860.71428571429,58.1428571428571,1203,15.1428571428571,13.5714285714286,106,1138.28571428571,317.428571428571,102.285714285714,157.428571428571
2020-08-14,57.7142857142857,8.85714285714286,205.142857142857,2654.71428571429,58.8571428571429,1073.28571428571,15.1428571428571,11.1428571428571,95.5714285714286,1148.57142857143,313.285714285714,107.571428571429,166.142857142857
2020-08-15,56.5714285714286,9.57142857142857,203.571428571429,3162.57142857143,61.5714285714286,1063.14285714286,15.5714285714286,12.1428571428571,102,1164.28571428571,312.571428571429,108.571428571429,165.857142857143
2020-08-16,38.1428571428571,10,204,3146.42857142857,59.2857142857143,1045.85714285714,14.4285714285714,11.5714285714286,116.714285714286,1181.42857142857,269.142857142857,131.857142857143,159.428571428571
2020-08-17,37.4285714285714,9.85714285714286,200.857142857143,3103.14285714286,59.2857142857143,1057.71428571429,14.4285714285714,11.2857142857143,119,1163.71428571429,275.142857142857,132.142857142857,164.428571428571
2020-08-18,37.1428571428571,11.1428571428571,204.428571428571,3001.85714285714,61.2857142857143,1150.71428571429,15.4285714285714,10.5714285714286,120,1162.85714285714,245.285714285714,127.285714285714,155.857142857143
2020-08-19,36.2857142857143,11.8571428571429,203.714285714286,3021.28571428571,58.8571428571429,1064.14285714286,15.2857142857143,9.57142857142857,119.428571428571,1195.28571428571,283.428571428571,126.857142857143,171.428571428571
2020-08-20,35.8571428571429,13.1428571428571,204.142857142857,2981.14285714286,62,1050.57142857143,14,9.28571428571429,120.142857142857,1194.28571428571,277.428571428571,129.142857142857,183
2020-08-21,35.7142857142857,13.5714285714286,200,3000.42857142857,61.8571428571429,1035.71428571429,14.8571428571429,9.85714285714286,139.428571428571,1192.28571428571,265.571428571429,127.571428571429,180.714285714286
2020-08-22,35.5714285714286,13.7142857142857,201.285714285714,2447.28571428571,63.5714285714286,1020.28571428571,14.2857142857143,10,140,1172.28571428571,218,128.285714285714,180.714285714286
